date,ticker,close_price
2023-07-01,AAPL,224.17
2023-07-02,AAPL,226.38
2023-07-03,AAPL,223.09
2023-07-04,AAPL,219.63
2023-07-05,AAPL,221.42
2023-07-06,AAPL,222.91
2023-07-07,AAPL,224.67
2023-07-08,AAPL,226.16
2023-07-09,AAPL,224.55
2023-07-10,AAPL,226.33
2023-07-11,AAPL,227.98
2023-07-12,AAPL,230.73
2023-07-13,AAPL,232.67
2023-07-14,AAPL,235.11
2023-07-15,AAPL,235.11
2023-07-16,AAPL,234.59
2023-07-17,AAPL,230.97
2023-07-18,AAPL,234.67
2023-07-19,AAPL,231.18
2023-07-20,AAPL,233.61
2023-07-21,AAPL,230.71
2023-07-22,AAPL,230.52
2023-07-23,AAPL,229.21
2023-07-24,AAPL,228.64
2023-07-25,AAPL,228.4
2023-07-26,AAPL,229.36
2023-07-27,AAPL,232.08
2023-07-28,AAPL,228.54
2023-07-29,AAPL,231.46
2023-07-30,AAPL,235.53
2023-07-31,AAPL,235.74
2023-08-01,AAPL,236.81
2023-08-02,AAPL,240.73
2023-08-03,AAPL,236.07
2023-08-04,AAPL,238.03
2023-08-05,AAPL,234.66
2023-08-06,AAPL,231.57
2023-08-07,AAPL,229.21
2023-08-08,AAPL,227.58
2023-08-09,AAPL,225.35
2023-08-10,AAPL,225.14
2023-08-11,AAPL,226.07
2023-08-12,AAPL,225.38
2023-08-13,AAPL,227.75
2023-08-14,AAPL,224.14
2023-08-15,AAPL,221.59
2023-08-16,AAPL,221.38
2023-08-17,AAPL,223.78
2023-08-18,AAPL,224.71
2023-08-19,AAPL,225.05
2023-08-20,AAPL,225.11
2023-08-21,AAPL,226.69
2023-08-22,AAPL,223.96
2023-08-23,AAPL,221.09
2023-08-24,AAPL,217.68
2023-08-25,AAPL,218.92
2023-08-26,AAPL,220.79
2023-08-27,AAPL,219.59
2023-08-28,AAPL,217.91
2023-08-29,AAPL,215.63
2023-08-30,AAPL,217.77
2023-08-31,AAPL,218.03
2023-09-01,AAPL,218.65
2023-09-02,AAPL,222.41
2023-09-03,AAPL,220.86
2023-09-04,AAPL,223.04
2023-09-05,AAPL,223.8
2023-09-06,AAPL,222.89
2023-09-07,AAPL,221.8
2023-09-08,AAPL,221.28
2023-09-09,AAPL,219.47
2023-09-10,AAPL,220.2
2023-09-11,AAPL,221.99
2023-09-12,AAPL,223.52
2023-09-13,AAPL,227.3
2023-09-14,AAPL,228.98
2023-09-15,AAPL,228.93
2023-09-16,AAPL,227.72
2023-09-17,AAPL,229.1
2023-09-18,AAPL,228.96
2023-09-19,AAPL,230.5
2023-09-20,AAPL,226.93
2023-09-21,AAPL,226.51
2023-09-22,AAPL,224.91
2023-09-23,AAPL,220.94
2023-09-24,AAPL,224.52
2023-09-25,AAPL,220.08
2023-09-26,AAPL,221.16
2023-09-27,AAPL,224.59
2023-09-28,AAPL,225.03
2023-09-29,AAPL,222.84
2023-09-30,AAPL,224.21
2023-10-01,AAPL,219.79
2023-10-02,AAPL,220.45
2023-10-03,AAPL,222.51
2023-10-04,AAPL,225.77
2023-10-05,AAPL,226.0
2023-10-06,AAPL,222.32
2023-10-07,AAPL,221.47
2023-10-08,AAPL,218.44
2023-10-09,AAPL,214.8
2023-10-10,AAPL,216.62
2023-10-11,AAPL,213.83
2023-10-12,AAPL,213.71
2023-10-13,AAPL,211.88
2023-10-14,AAPL,215.97
2023-10-15,AAPL,219.03
2023-10-16,AAPL,218.88
2023-10-17,AAPL,219.29
2023-10-18,AAPL,219.67
2023-10-19,AAPL,218.93
2023-10-20,AAPL,220.49
2023-10-21,AAPL,217.41
2023-10-22,AAPL,220.71
2023-10-23,AAPL,216.62
2023-10-24,AAPL,215.58
2023-10-25,AAPL,219.58
2023-10-26,AAPL,219.83
2023-10-27,AAPL,216.16
2023-10-28,AAPL,215.72
2023-10-29,AAPL,219.02
2023-10-30,AAPL,214.93
2023-10-31,AAPL,219.12
2023-11-01,AAPL,215.05
2023-11-02,AAPL,218.5
2023-11-03,AAPL,215.7
2023-11-04,AAPL,214.81
2023-11-05,AAPL,211.75
2023-11-06,AAPL,210.15
2023-11-07,AAPL,210.06
2023-11-08,AAPL,212.11
2023-11-09,AAPL,215.08
2023-11-10,AAPL,212.84
2023-11-11,AAPL,213.51
2023-11-12,AAPL,216.98
2023-11-13,AAPL,213.58
2023-11-14,AAPL,210.72
2023-11-15,AAPL,213.38
2023-11-16,AAPL,215.94
2023-11-17,AAPL,216.19
2023-11-18,AAPL,220.27
2023-11-19,AAPL,216.32
2023-11-20,AAPL,218.91
2023-11-21,AAPL,218.52
2023-11-22,AAPL,221.29
2023-11-23,AAPL,218.45
2023-11-24,AAPL,217.25
2023-11-25,AAPL,213.07
2023-11-26,AAPL,212.32
2023-11-27,AAPL,216.14
2023-11-28,AAPL,214.74
2023-11-29,AAPL,216.24
2023-11-30,AAPL,212.0
2023-12-01,AAPL,214.17
2023-12-02,AAPL,217.42
2023-12-03,AAPL,221.74
2023-12-04,AAPL,221.5
2023-12-05,AAPL,222.07
2023-12-06,AAPL,217.69
2023-12-07,AAPL,214.87
2023-12-08,AAPL,217.89
2023-12-09,AAPL,221.15
2023-12-10,AAPL,225.06
2023-12-11,AAPL,229.17
2023-12-12,AAPL,228.42
2023-12-13,AAPL,227.02
2023-12-14,AAPL,222.79
2023-12-15,AAPL,225.83
2023-12-16,AAPL,229.99
2023-12-17,AAPL,226.56
2023-12-18,AAPL,230.2
2023-12-19,AAPL,225.99
2023-12-20,AAPL,225.65
2023-12-21,AAPL,227.86
2023-12-22,AAPL,223.62
2023-12-23,AAPL,227.82
2023-12-24,AAPL,229.4
2023-12-25,AAPL,230.85
2023-12-26,AAPL,234.29
2023-12-27,AAPL,231.85
2023-12-28,AAPL,236.46
2023-12-29,AAPL,236.85
2023-12-30,AAPL,239.96
2023-12-31,AAPL,240.83
2024-01-01,AAPL,242.77
2024-01-02,AAPL,247.5
2024-01-03,AAPL,252.32
2024-01-04,AAPL,254.71
2024-01-05,AAPL,252.41
2024-01-06,AAPL,253.16
2024-01-07,AAPL,254.71
2024-01-08,AAPL,253.16
2024-01-09,AAPL,253.86
2024-01-10,AAPL,250.37
2024-01-11,AAPL,254.01
2024-01-12,AAPL,255.46
2024-01-13,AAPL,258.7
2024-01-14,AAPL,256.4
2024-01-15,AAPL,260.92
2024-01-16,AAPL,256.77
2024-01-17,AAPL,254.26
2024-01-18,AAPL,252.42
2024-01-19,AAPL,249.23
2024-01-20,AAPL,246.6
2024-01-21,AAPL,247.39
2024-01-22,AAPL,243.43
2024-01-23,AAPL,247.63
2024-01-24,AAPL,250.75
2024-01-25,AAPL,246.02
2024-01-26,AAPL,243.95
2024-01-27,AAPL,248.2
2024-01-28,AAPL,247.33
2024-01-29,AAPL,244.97
2024-01-30,AAPL,241.16
2024-01-31,AAPL,245.51
2024-02-01,AAPL,246.91
2024-02-02,AAPL,246.81
2024-02-03,AAPL,244.94
2024-02-04,AAPL,245.31
2024-02-05,AAPL,240.87
2024-02-06,AAPL,238.85
2024-02-07,AAPL,234.51
2024-02-08,AAPL,237.82
2024-02-09,AAPL,235.0
2024-02-10,AAPL,236.43
2024-02-11,AAPL,236.88
2024-02-12,AAPL,237.02
2024-02-13,AAPL,237.65
2024-02-14,AAPL,235.08
2024-02-15,AAPL,233.08
2024-02-16,AAPL,230.0
2024-02-17,AAPL,226.77
2024-02-18,AAPL,225.21
2024-02-19,AAPL,224.48
2024-02-20,AAPL,221.83
2024-02-21,AAPL,224.02
2024-02-22,AAPL,223.02
2024-02-23,AAPL,222.14
2024-02-24,AAPL,218.24
2024-02-25,AAPL,218.7
2024-02-26,AAPL,222.42
2024-02-27,AAPL,218.43
2024-02-28,AAPL,219.14
2024-02-29,AAPL,219.69
2024-03-01,AAPL,217.71
2024-03-02,AAPL,219.04
2024-03-03,AAPL,221.83
2024-03-04,AAPL,217.58
2024-03-05,AAPL,215.14
2024-03-06,AAPL,217.17
2024-03-07,AAPL,217.2
2024-03-08,AAPL,221.04
2024-03-09,AAPL,216.62
2024-03-10,AAPL,219.99
2024-03-11,AAPL,218.26
2024-03-12,AAPL,216.03
2024-03-13,AAPL,213.38
2024-03-14,AAPL,212.8
2024-03-15,AAPL,210.84
2024-03-16,AAPL,208.6
2024-03-17,AAPL,206.02
2024-03-18,AAPL,206.7
2024-03-19,AAPL,202.66
2024-03-20,AAPL,202.84
2024-03-21,AAPL,200.95
2024-03-22,AAPL,199.02
2024-03-23,AAPL,199.88
2024-03-24,AAPL,199.98
2024-03-25,AAPL,196.37
2024-03-26,AAPL,192.88
2024-03-27,AAPL,192.56
2024-03-28,AAPL,191.6
2024-03-29,AAPL,194.53
2024-03-30,AAPL,193.18
2024-03-31,AAPL,196.05
2024-04-01,AAPL,198.91
2024-04-02,AAPL,196.9
2024-04-03,AAPL,199.17
2024-04-04,AAPL,203.14
2024-04-05,AAPL,202.09
2024-04-06,AAPL,203.73
2024-04-07,AAPL,201.83
2024-04-08,AAPL,201.6
2024-04-09,AAPL,204.99
2024-04-10,AAPL,202.88
2024-04-11,AAPL,203.5
2024-04-12,AAPL,204.17
2024-04-13,AAPL,200.14
2024-04-14,AAPL,202.5
2024-04-15,AAPL,201.68
2024-04-16,AAPL,204.71
2024-04-17,AAPL,203.81
2024-04-18,AAPL,202.96
2024-04-19,AAPL,201.41
2024-04-20,AAPL,200.65
2024-04-21,AAPL,199.74
2024-04-22,AAPL,197.94
2024-04-23,AAPL,195.33
2024-04-24,AAPL,198.26
2024-04-25,AAPL,200.93
2024-04-26,AAPL,203.95
2024-04-27,AAPL,206.42
2024-04-28,AAPL,205.23
2024-04-29,AAPL,201.25
2024-04-30,AAPL,197.38
2024-05-01,AAPL,198.04
2024-05-02,AAPL,200.45
2024-05-03,AAPL,197.65
2024-05-04,AAPL,201.58
2024-05-05,AAPL,203.59
2024-05-06,AAPL,201.5
2024-05-07,AAPL,204.54
2024-05-08,AAPL,205.89
2024-05-09,AAPL,204.89
2024-05-10,AAPL,202.4
2024-05-11,AAPL,205.9
2024-05-12,AAPL,205.92
2024-05-13,AAPL,208.28
2024-05-14,AAPL,207.2
2024-05-15,AAPL,207.17
2024-05-16,AAPL,207.47
2024-05-17,AAPL,205.59
2024-05-18,AAPL,202.13
2024-05-19,AAPL,202.9
2024-05-20,AAPL,201.53
2024-05-21,AAPL,201.39
2024-05-22,AAPL,198.05
2024-05-23,AAPL,195.34
2024-05-24,AAPL,193.03
2024-05-25,AAPL,191.16
2024-05-26,AAPL,188.96
2024-05-27,AAPL,186.84
2024-05-28,AAPL,186.56
2024-05-29,AAPL,186.59
2024-05-30,AAPL,187.47
2024-05-31,AAPL,185.68
2024-06-01,AAPL,188.34
2024-06-02,AAPL,185.74
2024-06-03,AAPL,185.33
2024-06-04,AAPL,184.93
2024-06-05,AAPL,188.35
2024-06-06,AAPL,187.8
2024-06-07,AAPL,187.76
2024-06-08,AAPL,185.45
2024-06-09,AAPL,183.46
2024-06-10,AAPL,181.27
2024-06-11,AAPL,184.3
2024-06-12,AAPL,185.91
2024-06-13,AAPL,186.12
2024-06-14,AAPL,185.97
2024-06-15,AAPL,184.26
2024-06-16,AAPL,185.3
2024-06-17,AAPL,186.87
2024-06-18,AAPL,188.46
2024-06-19,AAPL,190.52
2024-06-20,AAPL,190.53
2024-06-21,AAPL,188.55
2024-06-22,AAPL,187.43
2024-06-23,AAPL,187.77
2024-06-24,AAPL,186.32
2024-06-25,AAPL,183.75
2024-06-26,AAPL,182.26
2024-06-27,AAPL,180.87
2024-06-28,AAPL,181.87
2024-06-29,AAPL,178.23
2024-06-30,AAPL,177.65
2024-07-01,AAPL,174.52
2024-07-02,AAPL,173.81
2024-07-03,AAPL,176.5
2024-07-04,AAPL,176.21
2024-07-05,AAPL,175.09
2024-07-06,AAPL,174.92
2024-07-07,AAPL,173.63
2024-07-08,AAPL,174.19
2024-07-09,AAPL,173.24
2024-07-10,AAPL,172.72
2024-07-11,AAPL,172.9
2024-07-12,AAPL,174.13
2024-07-13,AAPL,171.73
2024-07-14,AAPL,169.84
2024-07-15,AAPL,171.68
2024-07-16,AAPL,168.84
2024-07-17,AAPL,169.82
2024-07-18,AAPL,167.84
2024-07-19,AAPL,171.07
2024-07-20,AAPL,173.13
2024-07-21,AAPL,173.05
2024-07-22,AAPL,173.27
2024-07-23,AAPL,172.96
2024-07-24,AAPL,170.65
2024-07-25,AAPL,173.18
2024-07-26,AAPL,174.95
2024-07-27,AAPL,174.96
2024-07-28,AAPL,176.95
2024-07-29,AAPL,175.8
2024-07-30,AAPL,178.38
2024-07-31,AAPL,179.18
2024-08-01,AAPL,182.37
2024-08-02,AAPL,184.09
2024-08-03,AAPL,183.84
2024-08-04,AAPL,185.49
2024-08-05,AAPL,182.09
2024-08-06,AAPL,180.33
2024-08-07,AAPL,179.89
2024-08-08,AAPL,179.58
2024-08-09,AAPL,178.61
2024-08-10,AAPL,180.57
2024-08-11,AAPL,181.84
2024-08-12,AAPL,180.22
2024-08-13,AAPL,183.53
2024-08-14,AAPL,182.85
2024-08-15,AAPL,183.93
2024-08-16,AAPL,183.17
2024-08-17,AAPL,180.12
2024-08-18,AAPL,179.78
2024-08-19,AAPL,177.15
2024-08-20,AAPL,175.42
2024-08-21,AAPL,177.22
2024-08-22,AAPL,180.32
2024-08-23,AAPL,181.1
2024-08-24,AAPL,179.57
2024-08-25,AAPL,181.81
2024-08-26,AAPL,178.49
2024-08-27,AAPL,180.77
2024-08-28,AAPL,180.98
2024-08-29,AAPL,181.67
2024-08-30,AAPL,183.41
2024-08-31,AAPL,180.46
2024-09-01,AAPL,178.77
2024-09-02,AAPL,176.78
2024-09-03,AAPL,179.26
2024-09-04,AAPL,178.67
2024-09-05,AAPL,181.0
2024-09-06,AAPL,183.5
2024-09-07,AAPL,184.33
2024-09-08,AAPL,180.92
2024-09-09,AAPL,179.49
2024-09-10,AAPL,181.93
2024-09-11,AAPL,185.18
2024-09-12,AAPL,186.94
2024-09-13,AAPL,189.69
2024-09-14,AAPL,189.16
2024-09-15,AAPL,185.53
2024-09-16,AAPL,183.76
2024-09-17,AAPL,183.6
2024-09-18,AAPL,185.84
2024-09-19,AAPL,188.01
2024-09-20,AAPL,190.23
2024-09-21,AAPL,187.31
2024-09-22,AAPL,185.81
2024-09-23,AAPL,187.44
2024-09-24,AAPL,184.08
2024-09-25,AAPL,186.99
2024-09-26,AAPL,188.14
2024-09-27,AAPL,184.7
2024-09-28,AAPL,186.79
2024-09-29,AAPL,187.85
2024-09-30,AAPL,184.57
2024-10-01,AAPL,182.32
2024-10-02,AAPL,179.12
2024-10-03,AAPL,179.36
2024-10-04,AAPL,180.06
2024-10-05,AAPL,179.66
2024-10-06,AAPL,176.39
2024-10-07,AAPL,176.74
2024-10-08,AAPL,178.94
2024-10-09,AAPL,182.04
2024-10-10,AAPL,179.25
2024-10-11,AAPL,178.31
2024-10-12,AAPL,181.45
2024-10-13,AAPL,179.38
2024-10-14,AAPL,176.65
2024-10-15,AAPL,179.74
2024-10-16,AAPL,176.15
2024-10-17,AAPL,176.03
2024-10-18,AAPL,173.36
2024-10-19,AAPL,170.92
2024-10-20,AAPL,167.96
2024-10-21,AAPL,170.99
2024-10-22,AAPL,174.09
2024-10-23,AAPL,175.42
2024-10-24,AAPL,175.63
2024-10-25,AAPL,177.33
2024-10-26,AAPL,174.53
2024-10-27,AAPL,174.1
2024-10-28,AAPL,172.65
2024-10-29,AAPL,176.04
2024-10-30,AAPL,173.47
2024-10-31,AAPL,174.1
2024-11-01,AAPL,176.14
2024-11-02,AAPL,176.72
2024-11-03,AAPL,175.22
2024-11-04,AAPL,177.99
2024-11-05,AAPL,180.52
2024-11-06,AAPL,182.31
2024-11-07,AAPL,180.56
2024-11-08,AAPL,180.15
2024-11-09,AAPL,181.13
2024-11-10,AAPL,179.76
2024-11-11,AAPL,180.82
2024-11-12,AAPL,178.82
2024-11-13,AAPL,180.89
2024-11-14,AAPL,182.16
2024-11-15,AAPL,182.99
2024-11-16,AAPL,186.45
2024-11-17,AAPL,187.37
2024-11-18,AAPL,190.73
2024-11-19,AAPL,188.16
2024-11-20,AAPL,188.25
2024-11-21,AAPL,188.16
2024-11-22,AAPL,190.43
2024-11-23,AAPL,191.31
2024-11-24,AAPL,188.31
2024-11-25,AAPL,190.51
2024-11-26,AAPL,191.62
2024-11-27,AAPL,191.87
2024-11-28,AAPL,192.39
2024-11-29,AAPL,196.1
2024-11-30,AAPL,196.35
2024-12-01,AAPL,192.66
2024-12-02,AAPL,189.58
2024-12-03,AAPL,187.86
2024-12-04,AAPL,187.94
2024-12-05,AAPL,184.85
2024-12-06,AAPL,184.52
2024-12-07,AAPL,183.6
2024-12-08,AAPL,181.94
2024-12-09,AAPL,179.88
2024-12-10,AAPL,179.14
2024-12-11,AAPL,181.76
2024-12-12,AAPL,183.39
2024-12-13,AAPL,184.96
2024-12-14,AAPL,183.49
2024-12-15,AAPL,186.37
2024-12-16,AAPL,186.61
2024-12-17,AAPL,185.88
2024-12-18,AAPL,184.57
2024-12-19,AAPL,186.9
2024-12-20,AAPL,184.94
2024-12-21,AAPL,186.76
2024-12-22,AAPL,184.25
2024-12-23,AAPL,185.58
2024-12-24,AAPL,183.16
2024-12-25,AAPL,181.93
2024-12-26,AAPL,182.33
2024-12-27,AAPL,180.94
2024-12-28,AAPL,182.14
2024-12-29,AAPL,181.18
2024-12-30,AAPL,183.71
2024-12-31,AAPL,184.51
2025-01-01,AAPL,188.13
2025-01-02,AAPL,184.47
2025-01-03,AAPL,183.35
2025-01-04,AAPL,184.91
2025-01-05,AAPL,184.81
2025-01-06,AAPL,185.95
2025-01-07,AAPL,183.26
2025-01-08,AAPL,182.95
2025-01-09,AAPL,184.23
2025-01-10,AAPL,181.42
2025-01-11,AAPL,180.94
2025-01-12,AAPL,180.45
2025-01-13,AAPL,182.91
2025-01-14,AAPL,182.54
2025-01-15,AAPL,180.71
2025-01-16,AAPL,177.3
2025-01-17,AAPL,173.93
2025-01-18,AAPL,174.77
2025-01-19,AAPL,174.64
2025-01-20,AAPL,175.35
2025-01-21,AAPL,173.26
2025-01-22,AAPL,169.98
2025-01-23,AAPL,167.3
2025-01-24,AAPL,168.22
2025-01-25,AAPL,164.99
2025-01-26,AAPL,161.74
2025-01-27,AAPL,164.1
2025-01-28,AAPL,162.29
2025-01-29,AAPL,163.3
2025-01-30,AAPL,163.42
2025-01-31,AAPL,164.71
2025-02-01,AAPL,167.93
2025-02-02,AAPL,168.26
2025-02-03,AAPL,169.8
2025-02-04,AAPL,171.72
2025-02-05,AAPL,173.28
2025-02-06,AAPL,175.16
2025-02-07,AAPL,178.09
2025-02-08,AAPL,175.69
2025-02-09,AAPL,172.65
2025-02-10,AAPL,175.04
2025-02-11,AAPL,172.09
2025-02-12,AAPL,172.96
2025-02-13,AAPL,175.15
2025-02-14,AAPL,172.68
2025-02-15,AAPL,171.5
2025-02-16,AAPL,173.36
2025-02-17,AAPL,172.32
2025-02-18,AAPL,171.75
2025-02-19,AAPL,172.27
2025-02-20,AAPL,172.36
2025-02-21,AAPL,174.59
2025-02-22,AAPL,176.34
2025-02-23,AAPL,177.07
2025-02-24,AAPL,179.39
2025-02-25,AAPL,176.92
2025-02-26,AAPL,176.6
2025-02-27,AAPL,175.4
2025-02-28,AAPL,178.18
2025-03-01,AAPL,175.33
2025-03-02,AAPL,177.11
2025-03-03,AAPL,179.42
2025-03-04,AAPL,181.84
2025-03-05,AAPL,180.98
2025-03-06,AAPL,182.78
2025-03-07,AAPL,184.49
2025-03-08,AAPL,182.45
2025-03-09,AAPL,180.81
2025-03-10,AAPL,180.8
2025-03-11,AAPL,180.09
2025-03-12,AAPL,179.58
2025-03-13,AAPL,180.66
2025-03-14,AAPL,182.12
2025-03-15,AAPL,184.01
2025-03-16,AAPL,187.65
2025-03-17,AAPL,190.75
2025-03-18,AAPL,191.48
2025-03-19,AAPL,190.36
2025-03-20,AAPL,187.94
2025-03-21,AAPL,186.27
2025-03-22,AAPL,185.96
2025-03-23,AAPL,183.13
2025-03-24,AAPL,181.97
2025-03-25,AAPL,181.77
2025-03-26,AAPL,179.46
2025-03-27,AAPL,182.64
2025-03-28,AAPL,184.74
2025-03-29,AAPL,182.01
2025-03-30,AAPL,180.4
2025-03-31,AAPL,178.08
2025-04-01,AAPL,176.38
2025-04-02,AAPL,179.22
2025-04-03,AAPL,178.38
2025-04-04,AAPL,175.91
2025-04-05,AAPL,179.26
2025-04-06,AAPL,177.6
2025-04-07,AAPL,180.64
2025-04-08,AAPL,179.51
2025-04-09,AAPL,176.38
2025-04-10,AAPL,175.84
2025-04-11,AAPL,176.35
2025-04-12,AAPL,174.7
2025-04-13,AAPL,171.67
2025-04-14,AAPL,173.47
2025-04-15,AAPL,171.95
2025-04-16,AAPL,174.06
2025-04-17,AAPL,177.46
2025-04-18,AAPL,175.99
2025-04-19,AAPL,178.25
2025-04-20,AAPL,181.55
2025-04-21,AAPL,183.99
2025-04-22,AAPL,184.67
2025-04-23,AAPL,188.3
2025-04-24,AAPL,191.73
2025-04-25,AAPL,190.34
2025-04-26,AAPL,193.94
2025-04-27,AAPL,191.48
2025-04-28,AAPL,190.47
2025-04-29,AAPL,188.46
2025-04-30,AAPL,191.36
2025-05-01,AAPL,193.59
2025-05-02,AAPL,193.53
2025-05-03,AAPL,194.89
2025-05-04,AAPL,191.95
2025-05-05,AAPL,188.12
2025-05-06,AAPL,186.01
2025-05-07,AAPL,187.63
2025-05-08,AAPL,184.64
2025-05-09,AAPL,184.47
2025-05-10,AAPL,183.7
2025-05-11,AAPL,184.55
2025-05-12,AAPL,186.16
2025-05-13,AAPL,188.94
2025-05-14,AAPL,188.47
2025-05-15,AAPL,191.36
2025-05-16,AAPL,189.64
2025-05-17,AAPL,188.23
2025-05-18,AAPL,187.34
2025-05-19,AAPL,184.79
2025-05-20,AAPL,184.12
2025-05-21,AAPL,181.3
2025-05-22,AAPL,179.08
